name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,icon
Kepler-627 b,3211.0,14.181,Neptune-like,2016,13.4,Earth,0.333,Jupiter,0.2327,0.111430526,0.0,Transit,np
Kepler-628 b,2929.0,13.138,Gas Giant,2016,0.168,Jupiter,0.749,Jupiter,0.1241,0.042436685,0.0,Transit,jupi
Kepler-629 b,1214.0,13.481,Super Earth,2016,2.48,Earth,1.38,Earth,0.0712,0.019712524,0.0,Transit,sat
Kepler-62 f,981.0,13.965,Super Earth,2013,35.0,Earth,1.41,Earth,0.718,0.7318275,0.0,Transit,sat
Kepler-630 b,2739.0,14.001,Neptune-like,2016,10.2,Earth,0.284,Jupiter,0.5729,0.4421629,0.0,Transit,np
Kepler-633 c,2220.0,13.812,Neptune-like,2021,5.89,Earth,0.205,Jupiter,0.1618,0.06516085,0.0,Transit,np
Kepler-634 b,2897.0,13.626,Super Earth,2016,4.23,Earth,1.89,Earth,0.0578,0.014236824,0.0,Transit,sat
Kepler-635 b,3722.0,13.36,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.1764,0.06406571,0.0,Transit,np
Kepler-636 b,1012.0,13.906,Neptune-like,2016,18.1,Earth,0.397,Jupiter,0.1185,0.044079397,0.0,Transit,np
Kepler-637 b,2564.0,13.5,Neptune-like,2016,20.2,Earth,0.424,Jupiter,0.1867,0.06351814,0.0,Transit,np
Kepler-638 b,3233.0,13.658,Super Earth,2016,4.01,Earth,1.83,Earth,0.0632,0.01670089,0.0,Transit,sat
Kepler-640 b,1820.0,13.885,Neptune-like,2016,7.08,Earth,0.228,Jupiter,0.1566,0.06078029,0.0,Transit,np
Kepler-641 b,3164.0,13.807,Super Earth,2016,4.08,Earth,1.85,Earth,0.0879,0.026009582,0.0,Transit,sat
Kepler-642 b,2550.0,13.335,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.0589,0.012046544,0.0,Transit,np
Kepler-643 b,3469.0,13.988,Gas Giant,2016,1.01,Jupiter,0.906,Jupiter,0.126,0.044626966,0.37,Transit,jupi
Kepler-644 b,4299.0,14.031,Neptune-like,2016,10.1,Earth,0.281,Jupiter,0.0466,0.008761123,0.0,Transit,np
Kepler-645 b,3828.0,13.944,Neptune-like,2016,5.06,Earth,2.1,Earth,0.049,0.009034907,0.0,Transit,np
Kepler-646 b,1474.0,14.026,Super Earth,2016,4.62,Earth,1.99,Earth,0.1149,0.043531828,0.0,Transit,sat
Kepler-647 c,3549.0,14.067,Neptune-like,2020,15.1,Earth,0.357,Jupiter,0.1827,0.08131417,0.0,Transit,np
Kepler-648 b,2075.0,14.027,Neptune-like,2016,10.5,Earth,0.287,Jupiter,0.1341,0.047638603,0.0,Transit,np
Kepler-649 b,1676.0,13.556,Neptune-like,2016,5.73,Earth,0.202,Jupiter,0.1805,0.081861734,0.0,Transit,np
Kepler-650 b,2885.0,13.825,Neptune-like,2016,9.06,Earth,0.264,Jupiter,0.0421,0.008213553,0.0,Transit,np
Kepler-651 b,1662.0,14.233,Neptune-like,2016,6.21,Earth,0.211,Jupiter,0.1409,0.058590006,0.0,Transit,np
Kepler-652 b,1287.0,13.618,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.0503,0.011498973,0.0,Transit,np
Kepler-653 c,1943.0,13.498,Terrestrial,2016,0.399,Earth,0.78,Earth,0.0186,0.0024640656,0.0,Transit,mars
Kepler-654 b,3178.0,13.762,Super Earth,2016,4.94,Earth,2.07,Earth,0.1116,0.037508555,0.0,Transit,sat
Kepler-655 b,2455.0,13.568,Neptune-like,2016,7.8,Earth,0.242,Jupiter,0.2559,0.12703627,0.0,Transit,np
Kepler-656 b,2904.0,15.549,Neptune-like,2016,9.91,Earth,0.278,Jupiter,0.0232,0.003559206,0.0,Transit,np
Kepler-657 b,5519.0,15.404,Neptune-like,2016,12.2,Earth,0.314,Jupiter,0.1654,0.067077346,0.0,Transit,np
Kepler-658 b,1267.0,16.44,Super Earth,2016,3.29,Earth,1.63,Earth,0.0188,0.003559206,0.0,Transit,sat
Kepler-659 b,2357.0,15.758,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1204,0.048459962,0.0,Transit,np
Kepler-661 b,1744.0,16.016,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.0585,0.016427105,0.0,Transit,np
Kepler-662 b,2661.0,15.598,Neptune-like,2016,5.39,Earth,2.18,Earth,0.1408,0.059411366,0.0,Transit,np
Kepler-663 b,3468.0,15.881,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.0559,0.0136892535,0.0,Transit,np
Kepler-664 b,3947.0,15.663,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0374,0.0068446267,0.0,Transit,np
Kepler-665 b,1999.0,15.612,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.1148,0.043805614,0.0,Transit,np
Kepler-666 b,4921.0,15.422,Neptune-like,2016,6.35,Earth,0.214,Jupiter,0.0542,0.0123203285,0.0,Transit,np
Kepler-667 b,7511.0,15.362,Neptune-like,2016,20.1,Earth,0.422,Jupiter,0.2288,0.113347024,0.0,Transit,np
Kepler-669 b,6731.0,15.742,Neptune-like,2016,20.8,Earth,0.431,Jupiter,0.0529,0.011225188,0.0,Transit,np
Kepler-66 b,3924.0,15.29,Neptune-like,2013,8.25,Earth,0.25,Jupiter,0.1352,0.04873374,0.0,Transit,np
Kepler-671 b,3811.0,15.491,Neptune-like,2016,7.7,Earth,0.24,Jupiter,0.0503,0.011772759,0.0,Transit,np
Kepler-672 b,3373.0,15.513,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.2163,0.105133474,0.0,Transit,np
Kepler-673 b,2995.0,15.592,Neptune-like,2016,34.8,Earth,0.583,Jupiter,0.0455,0.010130048,0.0,Transit,np
Kepler-675 b,2171.0,15.605,Neptune-like,2016,6.53,Earth,0.218,Jupiter,0.0325,0.0062970566,0.0,Transit,np
Kepler-676 b,963.0,17.15,Neptune-like,2016,9.48,Earth,0.271,Jupiter,0.0798,0.03175907,0.0,Transit,np
Kepler-677 b,6374.0,15.504,Neptune-like,2016,25.0,Earth,0.48,Jupiter,0.067,0.018069815,0.0,Transit,np
Kepler-678 b,5957.0,15.161,Neptune-like,2016,23.1,Earth,0.459,Jupiter,0.0732,0.019986311,0.0,Transit,np
Kepler-67 b,3690.0,16.172,Neptune-like,2013,8.96,Earth,0.262,Jupiter,0.1171,0.04298426,0.0,Transit,np
Kepler-680 b,4868.0,15.321,Neptune-like,2016,6.44,Earth,0.216,Jupiter,0.0469,0.010130048,0.0,Transit,np
Kepler-681 b,2241.0,15.584,Neptune-like,2016,9.69,Earth,0.275,Jupiter,0.1635,0.07227926,0.0,Transit,np
Kepler-682 b,6456.0,15.556,Gas Giant,2016,0.134,Jupiter,0.658,Jupiter,0.1058,0.034496922,0.0,Transit,jupi
Kepler-684 b,5647.0,15.695,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.064,0.018617386,0.0,Transit,np
Kepler-685 b,3062.0,15.186,Gas Giant,2016,0.248,Jupiter,0.944,Jupiter,0.0265,0.0043805614,0.0,Transit,jupi
Kepler-686 b,4863.0,16.02,Gas Giant,2016,,,1.084,Jupiter,0.0258,0.0043805614,0.0,Transit,jupi
Kepler-687 b,2067.0,15.695,Neptune-like,2016,12.2,Earth,0.314,Jupiter,0.1326,0.056125943,0.0,Transit,np
Kepler-688 b,4429.0,15.805,Gas Giant,2016,0.216,Jupiter,0.871,Jupiter,0.046,0.010677618,0.0,Transit,jupi
Kepler-689 b,3692.0,15.938,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1449,0.061327856,0.0,Transit,np
Kepler-690 b,5432.0,15.701,Neptune-like,2016,29.6,Earth,0.531,Jupiter,0.081,0.021081451,0.0,Transit,np
Kepler-692 b,3234.0,15.676,Neptune-like,2016,9.85,Earth,0.277,Jupiter,0.1495,0.059685145,0.0,Transit,np
Kepler-693 b,3756.0,16.7286,Gas Giant,2016,0.232,Jupiter,0.908,Jupiter,0.1121,0.042162903,0.0,Transit,jupi
Kepler-694 b,3337.0,15.284,Neptune-like,2016,8.25,Earth,0.25,Jupiter,0.0659,0.017522246,0.0,Transit,np
Kepler-695 b,2750.0,15.262,Gas Giant,2016,0.196,Jupiter,0.822,Jupiter,0.0374,0.008213553,0.0,Transit,jupi
Kepler-696 b,4620.0,15.308,Neptune-like,2016,31.3,Earth,0.548,Jupiter,0.0535,0.011498973,0.0,Transit,np
Kepler-697 b,4167.0,15.888,Neptune-like,2016,16.0,Earth,0.368,Jupiter,0.0471,0.010130048,0.0,Transit,np
Kepler-698 b,6510.0,15.716,Neptune-like,2016,13.1,Earth,0.328,Jupiter,0.1255,0.044626966,0.0,Transit,np
Kepler-69 c,2383.0,13.866,Super Earth,2013,3.57,Earth,1.71,Earth,0.64,0.6639288,0.14,Transit,sat
Kepler-6 b,1915.0,13.286,Gas Giant,2009,0.668,Jupiter,1.304,Jupiter,0.04852,0.008761123,0.0,Transit,jupi
Kepler-700 b,4866.0,15.202,Neptune-like,2016,30.0,Earth,0.534,Jupiter,0.3577,0.22149213,0.0,Transit,np
Kepler-701 b,2525.0,15.056,Neptune-like,2016,8.45,Earth,0.253,Jupiter,0.0895,0.028473647,0.0,Transit,np
Kepler-702 b,3236.0,15.437,Gas Giant,2016,0.194,Jupiter,0.818,Jupiter,0.088,0.028747434,0.0,Transit,jupi
Kepler-703 b,3774.0,15.599,Gas Giant,2016,0.161,Jupiter,0.732,Jupiter,0.0535,0.012594113,0.0,Transit,jupi
Kepler-704 b,4008.0,15.454,Neptune-like,2016,7.32,Earth,0.233,Jupiter,0.047,0.010403832,0.0,Transit,np
Kepler-705 b,903.0,16.331,Neptune-like,2016,5.1,Earth,2.11,Earth,0.232,0.15359342,0.0,Transit,np
Kepler-707 b,1930.0,15.022,Super Earth,2016,2.33,Earth,1.33,Earth,0.0325,0.006023272,0.0,Transit,sat
Kepler-708 b,4548.0,15.61,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.0426,0.008761123,0.0,Transit,np
Kepler-709 b,2169.0,15.261,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.1173,0.044079397,0.0,Transit,np
Kepler-710 b,4724.0,15.071,Super Earth,2016,4.19,Earth,1.88,Earth,0.0524,0.011772759,0.0,Transit,sat
Kepler-711 b,2037.0,15.635,Neptune-like,2016,11.5,Earth,0.304,Jupiter,0.1429,0.06461328,0.0,Transit,np
Kepler-712 c,2846.0,16.161,Neptune-like,2016,21.0,Earth,0.433,Jupiter,0.6732,0.6212183,0.0,Transit,np
Kepler-713 b,3555.0,15.171,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.0748,0.020260096,0.0,Transit,np
Kepler-714 b,6796.0,15.43,Gas Giant,2016,0.213,Jupiter,0.863,Jupiter,0.0832,0.022176592,0.0,Transit,jupi
Kepler-715 b,4330.0,15.204,Neptune-like,2016,13.5,Earth,0.335,Jupiter,0.0933,0.027378507,0.0,Transit,np
Kepler-716 c,2071.0,15.314,Super Earth,2020,2.52,Earth,1.393,Earth,0.046,0.0109514035,0.0,Transit,sat
Kepler-717 b,9151.0,15.756,Neptune-like,2016,6.44,Earth,0.216,Jupiter,0.052,0.012046544,0.0,Transit,np
Kepler-718 b,4248.0,15.399,Gas Giant,2016,131.0,Jupiter,1.477,Jupiter,0.0322,0.0057494864,0.0,Transit,jupi
Kepler-719 b,8147.0,16.128,Gas Giant,2016,0.172,Jupiter,0.76,Jupiter,0.0556,0.0136892535,0.0,Transit,jupi
Kepler-720 b,3475.0,15.462,Gas Giant,2016,0.168,Jupiter,0.75,Jupiter,0.0539,0.012867898,0.0,Transit,jupi
Kepler-721 b,3023.0,15.963,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.0583,0.014784395,0.0,Transit,np
Kepler-722 c,4043.0,15.489,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.4471,0.28774813,0.0,Transit,np
Kepler-723 b,3496.0,15.452,Gas Giant,2016,,,1.088,Jupiter,0.0479,0.011225188,0.0,Transit,jupi
Kepler-724 b,2783.0,15.284,Neptune-like,2016,10.8,Earth,0.294,Jupiter,0.0433,0.009034907,0.0,Transit,np
Kepler-725 b,2474.0,15.145,Gas Giant,2016,0.25,Jupiter,0.948,Jupiter,0.215,0.10841889,0.0,Transit,jupi
Kepler-726 b,2486.0,15.362,Neptune-like,2016,10.7,Earth,0.291,Jupiter,0.1406,0.059685145,0.0,Transit,np
Kepler-728 b,5758.0,15.585,Neptune-like,2016,11.1,Earth,0.298,Jupiter,0.0625,0.015605749,0.0,Transit,np
Kepler-729 b,6267.0,15.567,Neptune-like,2016,12.5,Earth,0.319,Jupiter,0.0432,0.008761123,0.0,Transit,np
Kepler-730 c,6312.0,15.782,Super Earth,2018,3.09,Earth,1.569,Earth,0.03997,0.007939767,0.0,Transit,sat
Kepler-731 b,4101.0,15.386,Gas Giant,2016,,,1.238,Jupiter,0.0505,0.010677618,0.0,Transit,jupi
Kepler-733 b,2990.0,15.561,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.1483,0.056947295,0.0,Transit,np
Kepler-734 b,3775.0,14.469,Neptune-like,2016,12.4,Earth,0.318,Jupiter,0.0583,0.01670089,0.0,Transit,np
Kepler-735 b,2267.0,15.492,Neptune-like,2016,9.01,Earth,0.263,Jupiter,0.0965,0.031485286,0.0,Transit,np
Kepler-736 b,3280.0,15.809,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.0428,0.009856262,0.0,Transit,np
Kepler-737 b,669.0,15.971,Super Earth,2016,4.5,Earth,1.96,Earth,0.1422,0.07830253,0.0,Transit,sat
Kepler-738 b,3633.0,15.793,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1552,0.06735113,0.0,Transit,np
Kepler-739 b,4471.0,15.711,Neptune-like,2016,11.0,Earth,0.296,Jupiter,0.1054,0.034223136,0.0,Transit,np
Kepler-740 b,4704.0,16.022,Neptune-like,2016,18.9,Earth,0.408,Jupiter,0.0462,0.009856262,0.0,Transit,np
Kepler-741 b,5421.0,15.186,Neptune-like,2016,9.11,Earth,0.265,Jupiter,0.0744,0.019164955,0.0,Transit,np
Kepler-742 b,1596.0,15.357,Neptune-like,2016,10.6,Earth,0.289,Jupiter,0.0744,0.022997946,0.0,Transit,np
Kepler-743 b,910.0,12.66,Super Earth,2016,1.92,Earth,1.21,Earth,0.0418,0.008761123,0.0,Transit,sat
Kepler-745 b,5808.0,15.427,Neptune-like,2016,5.31,Earth,2.16,Earth,0.0915,0.027104722,0.0,Transit,np
Kepler-746 b,1468.0,13.785,Super Earth,2016,1.41,Earth,1.11,Earth,0.0435,0.009582478,0.0,Transit,sat
Kepler-747 b,10918.0,15.595,Neptune-like,2016,24.1,Earth,0.47,Jupiter,0.1916,0.09746748,0.0,Transit,np
Kepler-748 b,5565.0,15.37,Neptune-like,2016,6.9,Earth,0.225,Jupiter,0.0745,0.020260096,0.0,Transit,np
Kepler-74 b,3841.0,14.487,Gas Giant,2013,0.63,Jupiter,0.96,Jupiter,0.0781,0.019986311,0.0,Transit,jupi
Kepler-750 c,4228.0,14.634,Super Earth,2016,3.26,Earth,1.62,Earth,0.0533,0.011225188,0.0,Transit,sat
Kepler-751 b,2481.0,15.211,Neptune-like,2016,6.62,Earth,0.219,Jupiter,0.1263,0.047638603,0.0,Transit,np
Kepler-752 b,4020.0,15.864,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.1353,0.05147159,0.0,Transit,np
Kepler-753 b,896.0,14.891,Super Earth,2016,4.31,Earth,1.91,Earth,0.054,0.015605749,0.0,Transit,sat
Kepler-754 b,5775.0,15.352,Super Earth,2016,4.7,Earth,2.01,Earth,0.116,0.039972622,0.0,Transit,sat
Kepler-756 b,2779.0,15.986,Super Earth,2016,1.46,Earth,1.12,Earth,0.0219,0.003285421,0.0,Transit,sat
Kepler-757 b,3486.0,15.066,Super Earth,2016,2.42,Earth,1.36,Earth,0.019,0.0027378509,0.0,Transit,sat
Kepler-758 e,4901.0,14.379,Super Earth,2016,2.96,Earth,1.53,Earth,0.0785,0.022450376,0.0,Transit,sat
Kepler-759 b,3502.0,14.579,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.2329,0.11444216,0.0,Transit,np
Kepler-75 b,2725.0,15.414,Gas Giant,2013,10.1,Jupiter,1.05,Jupiter,0.0818,0.02436687,0.57,Transit,jupi
Kepler-760 c,2585.0,15.181,Super Earth,2016,2.79,Earth,1.48,Earth,0.0333,0.0068446267,0.0,Transit,sat
Kepler-762 b,6192.0,15.574,Gas Giant,2016,,,1.131,Jupiter,0.0493,0.010403832,0.0,Transit,jupi
Kepler-763 b,3140.0,15.965,Super Earth,2016,1.98,Earth,1.22,Earth,0.0205,0.003285421,0.0,Transit,sat
Kepler-764 b,3418.0,15.555,Super Earth,2016,3.33,Earth,1.64,Earth,0.0724,0.019986311,0.0,Transit,sat
Kepler-765 b,3511.0,14.709,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.1754,0.07583847,0.0,Transit,np
Kepler-766 b,7495.0,15.825,Neptune-like,2016,11.4,Earth,0.302,Jupiter,0.066,0.01670089,0.0,Transit,np
Kepler-767 b,7343.0,15.678,Neptune-like,2016,35.7,Earth,0.592,Jupiter,0.5874,0.4421629,0.0,Transit,np
Kepler-768 b,2559.0,15.969,Super Earth,2016,3.86,Earth,1.79,Earth,0.092,0.031211497,0.0,Transit,sat
Kepler-769 c,3815.0,14.984,Super Earth,2016,3.86,Earth,1.79,Earth,0.1297,0.043805614,0.0,Transit,sat
Kepler-76 b,2684.0,13.474,Gas Giant,2013,2.01,Jupiter,1.36,Jupiter,0.0274,0.0041067763,0.0,Orbital Brightness Modulation,jupi
Kepler-770 d,3035.0,14.852,Super Earth,2016,2.54,Earth,1.4,Earth,0.0616,0.011498973,0.0,Transit,sat
Kepler-771 b,4547.0,14.958,Super Earth,2016,3.97,Earth,1.82,Earth,0.0843,0.023819301,0.0,Transit,sat
Kepler-772 b,3687.0,14.145,Super Earth,2016,3.97,Earth,1.82,Earth,0.1071,0.03559206,0.0,Transit,sat
Kepler-773 b,1784.0,13.387,Super Earth,2016,2.63,Earth,1.43,Earth,0.047,0.010130048,0.0,Transit,sat
Kepler-774 b,2994.0,12.886,Neptune-like,2016,10.2,Earth,0.283,Jupiter,0.1114,0.030390145,0.0,Transit,np
Kepler-776 b,2374.0,15.562,Super Earth,2016,2.18,Earth,1.28,Earth,0.0523,0.013415469,0.0,Transit,sat
Kepler-777 b,1445.0,16.131,Super Earth,2016,2.76,Earth,1.47,Earth,0.0519,0.015605749,0.0,Transit,sat
Kepler-778 b,3060.0,15.959,Super Earth,2016,3.46,Earth,1.68,Earth,0.0453,0.010403832,0.0,Transit,sat
Kepler-779 b,924.0,16.303,Terrestrial,2016,0.721,Earth,0.92,Earth,0.0533,0.01943874,0.0,Transit,mars
Kepler-77 b,2086.0,14.152,Gas Giant,2013,0.43,Jupiter,0.96,Jupiter,0.04501,0.009856262,0.0,Transit,jupi
Kepler-780 b,1819.0,13.464,Terrestrial,2016,0.64,Earth,0.89,Earth,0.015,0.0019164955,0.0,Transit,mars
Kepler-781 b,3472.0,16.207,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1019,0.03613963,0.0,Transit,np
Kepler-782 b,1458.0,12.843,Neptune-like,2016,10.4,Earth,0.286,Jupiter,0.5444,0.4344969,0.0,Transit,np
Kepler-784 b,4253.0,13.392,Super Earth,2016,3.12,Earth,1.58,Earth,0.1967,0.08651608,0.0,Transit,sat
Kepler-785 b,2094.0,16.315,Gas Giant,2016,,,1.162,Jupiter,0.025,0.0054757018,0.0,Transit,jupi
Kepler-786 b,1583.0,15.253,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.2548,0.14647502,0.0,Transit,np
Kepler-787 b,1643.0,16.696,Super Earth,2016,2.18,Earth,1.28,Earth,0.0159,0.0024640656,0.0,Transit,sat
Kepler-788 b,5793.0,15.45,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.0835,0.022997946,0.0,Transit,np
Kepler-789 b,4828.0,14.723,Neptune-like,2016,5.14,Earth,2.12,Earth,0.0951,0.023545519,0.0,Transit,np
Kepler-78 b,406.0,11.717,Super Earth,2013,1.96716,Earth,1.121,Earth,,0.0010951404,0.0,Transit,sat
Kepler-790 b,2294.0,15.534,Neptune-like,2016,5.39,Earth,2.18,Earth,0.101,0.037508555,0.0,Transit,np
Kepler-791 b,4131.0,14.473,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.1256,0.039972622,0.0,Transit,np
Kepler-792 b,4650.0,15.117,Super Earth,2016,4.5,Earth,1.96,Earth,0.0988,0.030937715,0.0,Transit,sat
Kepler-793 b,3215.0,14.742,Super Earth,2016,2.45,Earth,1.37,Earth,0.0491,0.011498973,0.0,Transit,sat
Kepler-794 b,3038.0,13.599,Neptune-like,2016,5.1,Earth,2.11,Earth,0.1036,0.030390145,0.0,Transit,np
Kepler-796 b,2667.0,13.175,Super Earth,2016,2.24,Earth,1.3,Earth,0.0662,0.017522246,0.0,Transit,sat
Kepler-797 b,4290.0,14.751,Neptune-like,2016,5.35,Earth,2.17,Earth,0.181,0.07419576,0.0,Transit,np
Kepler-798 b,3172.0,14.221,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.1174,0.037508555,0.0,Transit,np
Kepler-799 c,4923.0,15.166,Neptune-like,2021,8.15,Earth,0.248,Jupiter,0.1214,0.04161533,0.0,Transit,np
Kepler-79 e,3330.0,14.036,Neptune-like,2014,4.1,Earth,0.311,Jupiter,0.386,0.2220397,0.01,Transit,np
Kepler-7 b,3009.0,13.008,Gas Giant,2009,0.441,Jupiter,1.622,Jupiter,0.06067,0.013415469,0.0,Transit,jupi
Kepler-800 b,3325.0,15.92,Neptune-like,2016,8.5,Earth,0.254,Jupiter,0.1106,0.038603697,0.0,Transit,np
Kepler-801 b,1437.0,15.596,Super Earth,2016,4.66,Earth,2.0,Earth,0.0795,0.031211497,0.0,Transit,sat
Kepler-802 b,2546.0,15.01,Neptune-like,2016,12.3,Earth,0.316,Jupiter,0.2265,0.109787814,0.0,Transit,np
Kepler-803 b,2087.0,13.856,Neptune-like,2016,13.8,Earth,0.338,Jupiter,0.2678,0.1377139,0.0,Transit,np
Kepler-804 c,2119.0,13.864,Super Earth,2016,1.55,Earth,1.14,Earth,0.0872,0.026557151,0.0,Transit,sat
Kepler-805 b,2083.0,12.586,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1978,0.08459959,0.0,Transit,np
Kepler-806 b,1181.0,11.813,Super Earth,2016,1.55,Earth,1.14,Earth,0.0764,0.022176592,0.0,Transit,sat
Kepler-807 b,4870.0,15.194,Gas Giant,2016,0.242,Jupiter,0.93,Jupiter,0.4884,0.32279262,0.0,Transit,jupi
Kepler-80 g,1205.0,15.23,Super Earth,2017,1.51,Earth,1.13,Earth,,0.039972622,0.0,Transit,sat
Kepler-810 b,4758.0,15.73,Super Earth,2016,4.38,Earth,1.93,Earth,0.055,0.012594113,0.0,Transit,sat
Kepler-811 b,3213.0,14.046,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.1583,0.06461328,0.0,Transit,np
Kepler-812 b,4837.0,13.815,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.1024,0.027652293,0.0,Transit,np
Kepler-814 b,6706.0,14.859,Neptune-like,2016,5.14,Earth,2.12,Earth,0.0695,0.01670089,0.0,Transit,np
Kepler-816 b,3209.0,16.365,Gas Giant,2016,0.234,Jupiter,0.914,Jupiter,0.0895,0.028747434,0.0,Transit,jupi
Kepler-817 b,4842.0,15.967,Gas Giant,2016,0.189,Jupiter,0.806,Jupiter,0.0493,0.0109514035,0.0,Transit,jupi
Kepler-818 b,3017.0,15.368,Neptune-like,2016,22.9,Earth,0.456,Jupiter,0.0886,0.027378507,0.0,Transit,np
Kepler-819 b,2167.0,15.402,Neptune-like,2016,8.05,Earth,0.246,Jupiter,0.1894,0.09089665,0.0,Transit,np
Kepler-81 d,1136.0,15.258,Super Earth,2014,1.92,Earth,1.21,Earth,0.128,0.056947295,0.0,Transit,sat
Kepler-820 b,4525.0,14.135,Neptune-like,2016,30.8,Earth,0.543,Jupiter,0.5829,0.34989733,0.0,Transit,np
Kepler-821 b,2005.0,15.153,Super Earth,2016,2.27,Earth,1.31,Earth,0.029,0.005201916,0.0,Transit,sat
Kepler-822 b,2807.0,14.75,Super Earth,2016,3.78,Earth,1.77,Earth,0.0412,0.008761123,0.0,Transit,sat
Kepler-823 b,4532.0,15.089,Super Earth,2016,3.09,Earth,1.57,Earth,0.0507,0.011498973,0.0,Transit,sat
Kepler-824 b,3919.0,15.051,Super Earth,2016,4.16,Earth,1.87,Earth,0.055,0.0123203285,0.0,Transit,sat
Kepler-826 b,2543.0,13.644,Super Earth,2016,2.1,Earth,1.25,Earth,0.0528,0.0123203285,0.0,Transit,sat
Kepler-827 b,6676.0,15.865,Neptune-like,2016,27.0,Earth,0.502,Jupiter,0.2742,0.14209446,0.0,Transit,np
Kepler-828 b,1877.0,15.374,Super Earth,2016,2.89,Earth,1.51,Earth,0.0125,0.0016427105,0.0,Transit,sat
Kepler-829 b,3503.0,14.973,Neptune-like,2016,5.1,Earth,2.11,Earth,0.0678,0.01889117,0.0,Transit,np
Kepler-82 f,2950.0,15.131,Neptune-like,2019,20.9,Earth,0.432,Jupiter,0.3395,0.20725529,0.0,Transit Timing Variations,np
Kepler-830 b,3660.0,14.88,Super Earth,2016,3.53,Earth,1.7,Earth,0.1033,0.030937715,0.0,Transit,sat
Kepler-831 b,1936.0,13.751,Super Earth,2016,2.15,Earth,1.27,Earth,0.0603,0.015331964,0.0,Transit,sat
Kepler-832 b,5507.0,16.001,Super Earth,2016,4.9,Earth,2.06,Earth,0.075,0.01943874,0.0,Transit,sat
Kepler-834 b,2068.0,16.211,Super Earth,2016,4.74,Earth,2.02,Earth,0.0862,0.036413416,0.0,Transit,sat
Kepler-835 b,7849.0,16.062,Neptune-like,2016,8.2,Earth,0.249,Jupiter,0.107,0.031211497,0.0,Transit,np
Kepler-837 b,2942.0,15.576,Neptune-like,2016,7.08,Earth,0.228,Jupiter,0.1144,0.045448326,0.0,Transit,np
Kepler-838 b,3601.0,15.424,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.1266,0.04298426,0.0,Transit,np
Kepler-839 b,3081.0,13.693,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.2341,0.103490755,0.0,Transit,np
Kepler-841 b,3259.0,15.791,Neptune-like,2016,23.8,Earth,0.467,Jupiter,0.479,0.34058863,0.0,Transit,np
Kepler-842 b,1738.0,15.363,Super Earth,2016,3.19,Earth,1.6,Earth,0.0204,0.003285421,0.0,Transit,sat
Kepler-843 b,3802.0,15.354,Neptune-like,2016,7.22,Earth,0.231,Jupiter,0.0313,0.0057494864,0.0,Transit,np
Kepler-844 b,1408.0,15.986,Super Earth,2016,3.46,Earth,1.68,Earth,0.0298,0.007118412,0.0,Transit,sat
Kepler-846 b,3677.0,15.684,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1399,0.054209445,0.0,Transit,np
Kepler-847 b,1674.0,14.998,Super Earth,2016,1.76,Earth,1.18,Earth,0.0315,0.0062970566,0.0,Transit,sat
Kepler-848 b,4497.0,14.194,Super Earth,2016,3.53,Earth,1.7,Earth,0.072,0.01889117,0.0,Transit,sat
Kepler-849 b,2682.0,12.878,Gas Giant,2016,0.127,Jupiter,0.637,Jupiter,1.1088,1.0803559,0.0,Transit,jupi
